DisplayId,ModelId,CreatureModelScale
14324,54,1
14325,58,1
14326,49,1
14327,183,1
14328,69,1.15
14329,1912,1.5
14330,1912,1.5
14331,1912,1.5
14332,1912,1.5
14333,1912,1.5
14334,1911,1.2
14335,1911,1.2
14336,1911,1.2
14337,1917,1
14338,1917,1
14339,1916,1
14340,1916,1
14341,1916,1
14342,1916,1
14343,1916,1
14344,1916,1
14345,1916,1
14346,1913,1
14347,1913,1
14348,1914,0.6
14349,1914,0.6
14350,991,1.2
14352,1891,1.5
14353,56,1
14354,141,2
14355,1891,1.25
14356,1891,1.25
14357,1891,1.25
14358,1891,1.25
14359,1891,1.25
14360,51,1.1
14361,51,1.1
14362,52,1.1
14363,52,1.1
14364,1331,1
14365,9,1.25
14366,9,1.25
14367,1931,3
14368,9,1.5
14369,57,1
14370,58,1
14371,51,1
14372,1915,1
14373,1915,1
14374,1915,1
14375,1915,1
14376,1915,1
14377,1915,1
14378,310,1.2
14379,771,0.5
14380,371,1.3
14381,831,1
14382,2,2
14383,188,2
14384,55,1.2
14385,69,3
14386,55,1
14387,78,1.75
14388,1916,1
14389,76,1.75
14390,133,1.5
14391,912,1.15
14392,951,0.2
14393,56,1.15
14394,317,1.2
14395,49,1.1
14396,53,1
14397,55,1.15
14398,55,1.15
14399,56,1.15
14400,56,1.15
14401,32,2.5
14402,32,2.2
14403,32,1.15
14404,53,1
14405,53,1
14406,32,1.4
14407,55,1.15
14408,55,1.15
14409,55,1.15
14410,56,1.15
14411,56,1.15
14412,55,1.15
14413,51,1
14414,52,1
14415,51,1
14416,78,2.5
14417,56,1
14418,56,1
14419,56,1
14420,55,1.15
14421,56,1
14422,55,1
14423,33,2.2
14424,1431,2.35
14425,77,1.15
14426,56,1
14427,59,1
14428,162,1.2
14429,51,1.1
14430,222,2
14431,49,1.1
14452,57,1
14453,57,1
14454,58,1
14472,49,1
14473,811,0.15
14492,49,1
14493,49,1.1
14494,59,1
14495,59,1
14496,59,1
14497,2,1.75
14498,831,1.7
14499,52,1
14500,50,1
14501,1731,5
14502,591,2
14503,591,2
14504,591,1.75
14505,69,1.75
14506,69,2
14507,69,2.5
14508,160,2.5
14509,110,2.5
14510,591,2.5
14511,69,1.5
14512,69,2.75
14513,160,2.75
14514,110,2.75
14515,591,2.75
14516,591,2
14517,160,2.75
14518,160,2
14519,1411,1.75
14520,24,3
14521,91,1.75
14522,92,1.6
14523,911,1.5
14524,911,2
14525,591,1.75
14526,49,1.2
14527,160,1.75
14528,76,2
14529,182,1
14530,831,1
14531,49,1
14532,182,1
14533,49,1
14534,49,1
14535,50,1
14536,50,1
14537,49,1
14538,49,1
14539,50,1
14540,50,1
14541,1971,1
14542,1972,1
14544,1973,1.75
14545,50,1
14546,1991,1
14547,1991,1
14548,1991,1
14549,1991,1
14550,1991,1
14551,1991,1
14552,1951,2
14553,1951,2
14554,1951,1
14555,931,2
14556,130,2
14557,352,1
14558,352,1
14559,352,1.3
14560,9,1.5
14561,831,0.9
14562,411,0.6
14563,51,1.1
14564,51,1
14565,49,1.1
14566,831,1
14567,2051,5
14572,82,1.75
14573,1911,1.2
14574,1911,1.2
14575,1911,1.2
14576,1913,1
14577,1913,1
14578,1914,0.6
14579,1914,0.6
14580,59,1
14581,1915,1
14582,1917,1
14583,1917,1
14584,1952,1
14585,65,1.2
14586,49,1
14587,182,1
14588,186,1
14589,2011,1
14590,1952,1.1
14591,731,1.3
14592,9,1.1
14593,9,1.1
14594,9,1.1
14612,59,1.1
14613,56,1
14614,56,1
14615,56,1
14616,2031,1
14632,1912,1.5
14633,205,0.75
14634,35,0.85
14652,53,1
14653,53,1
14654,53,1
14655,53,1.5
14656,54,1
14657,173,0.25
14658,173,0.25
14659,173,0.25
14660,173,0.25
14661,173,0.25
14662,53,1
14663,54,1.5
14664,831,1
14665,53,1
14666,53,1
14668,53,1
14669,53,1
14670,53,1
14671,53,1
14672,53,1
14673,35,0.5
14674,205,0.5
14675,205,0.5
14692,156,1
14693,156,2
14694,49,1.2
14695,9,2
14696,891,2
14697,1491,1.5
14698,250,2
14699,912,2.5
14700,156,1.75
14701,156,1.75
14702,391,1
14703,391,1.25
14704,391,1.25
14705,250,1.25
14706,1771,1.5
14707,167,1.3
14708,45,1.5
14709,891,1.25
14710,891,1.5
14712,56,1
14713,56,1
14714,56,1
14715,56,1
14716,52,1
14717,52,1
14718,51,1
14719,51,1
14720,6,1
14732,51,1.1
14733,50,1.1
14752,182,1
14753,49,1
14754,54,1
14755,55,1
14756,57,1
14757,52,1
14758,59,1
14759,186,1
14760,185,1
14761,185,1
14762,186,1
14763,186,1
14764,185,1
14765,185,1
14766,185,1
14767,186,1
14768,186,1
14769,51,1
14770,185,1
14771,186,1
14772,185,1
14773,185,1
14774,182,1
14775,831,1
14776,1911,1.2
14777,1913,1
14778,2071,0.4
14779,2071,0.4
14780,411,1.2
14781,52,1
14782,2072,1
14783,2073,1
14784,56,1
14785,51,1
14786,185,1
14792,2091,2.5
14793,53,1
14794,53,1
14795,54,1
14796,54,1
14797,51,1
14798,51,1
14799,52,1
14800,52,1
14812,51,1
14813,56,1
14832,971,2
14852,1111,5
14853,30,0.75
14854,831,1
14855,182,1
14856,182,1
14872,49,1
14873,56,1.1
14874,52,1
14875,57,1
14876,50,1.2
14877,185,1
14878,53,1
14879,51,1
14880,56,1
14881,59,1
14882,52,1
14883,49,1
14884,188,3
14885,1891,1
14886,1891,1
14887,1891,1
14888,1891,1
14889,1891,1
14890,49,1
14894,51,1
14912,56,1
14913,57,1
14914,52,1
14932,142,1.5
14933,191,0.15
14934,142,2.5
14935,82,1.15
14936,142,1
14937,191,0.15
14938,142,1.5
14939,229,1
14940,111,1
14941,111,1
14942,111,1
14943,52,1
14944,50,1
14945,51,1
14946,50,1
14947,50,1
14948,51,1
14949,51,1
14950,30,0.75
14951,197,1
14952,30,0.1
14953,49,1
14954,55,1
14972,51,1
14973,183,1
14974,183,1
14975,183,1
14976,183,1
14977,186,1.2
14978,186,1.2
14979,186,1.2
14980,186,1.2
14981,186,1.2
14982,186,1.2
14983,186,1.2
14984,186,1.2
14985,92,0.1
14992,2111,1
14993,185,1
14994,971,1.25
14995,185,1
14996,186,1
14997,185,1
14998,185,1
14999,186,1
15000,185,1
15001,186,1
15002,52,1
15003,185,1
15004,185,1
15012,185,1
15013,2131,2
15032,51,1.1
15033,52,1.1
15072,30,0.4
15092,114,0.6
15093,49,1.1
15094,832,1
15095,831,1
15096,831,1
15097,831,1
15098,56,1.1
15099,51,1.1
15100,56,1.1
15101,76,2
15102,2151,2
15112,58,1.1
15113,57,1.1
15114,49,1.1
15115,49,1.1
15116,50,0.9
15132,352,1
15133,352,0.3
15134,53,1
15135,352,1
15136,30,0.2
15137,75,1
15138,82,0.7
15139,51,1
15140,58,1.1
15141,57,1
15142,49,1.1
15143,50,1
15144,185,1
15145,137,1.3
15146,49,1
15147,50,1
15148,50,1
15149,49,1
15150,352,1.15
15151,82,0.55
15152,57,1
15153,57,1
15154,58,1
15155,58,1
15172,49,1
15173,50,1
15174,49,1
15175,50,1
15176,57,1
15177,58,1
15178,57,1
15179,58,1
15180,73,0.5
15181,5,0.5
15182,352,0.85
15183,49,1
15184,50,1
15185,49,1
15186,50,1
15187,57,1
15188,58,1
15189,57,1
15190,58,1
15191,2171,2
15192,49,1
15193,50,1
15194,49,1
15195,50,1
15196,57,1
15197,58,1
15198,57,1
15199,58,1
15200,771,0.5
15201,831,1.05
15202,831,1.05
15203,831,1.05
15204,73,0.4
15205,185,1
15206,57,1
15207,57,1
15208,58,1
15209,58,1
15210,185,1
15211,185,1
15212,186,1
15213,186,1
15214,2091,1.75
15215,2131,1
15216,185,1.4
15217,185,1.4
15218,186,1.4
15219,186,1.4
15220,186,1.4
15221,220,1.2
15222,53,1
15223,183,1
15224,49,1
15225,56,1
15226,2191,2
15227,411,0.6
15228,51,1
15229,186,1
15230,59,1
15231,202,1.25
15232,58,1
15233,185,1.4
15234,76,2
15235,831,1
15236,832,1
15237,831,1
15238,53,1
15239,57,1
15240,57,1
15241,58,1
15242,58,1
15243,51,1
15244,52,1
15245,59,1
15246,60,1
15247,51,1
15248,51,1
15249,52,1
15250,52,1
15251,49,1
15252,49,1
15253,50,1
15254,50,1
15255,56,1
15256,56,1
15257,56,1
15258,56,1
15259,53,1
15260,53,1
15262,54,1
15263,53,1
15264,50,1
15265,182,1
15266,832,1
15267,185,2
15268,185,2
15269,185,2
15271,1916,1
15272,157,1
15273,158,1
15274,159,1
15275,75,0.85
15276,57,1
15277,49,1
15278,831,1
15279,831,1
15280,49,1
15281,49,1
15282,50,1
15283,50,1
15284,57,1
15285,57,1
15286,58,1
15287,58,1
15288,62,3
15289,1916,1
15290,1912,1.5
15291,220,1.5
15292,202,1.5
15293,571,0.8
15294,1731,2.25
15295,2192,7
15296,951,4
15297,1491,3
15298,551,2
15300,832,1
15301,551,3
15302,136,0.5
15303,2194,1
15304,55,1
15305,55,1
15306,56,1
15307,56,1
15308,56,1
15309,53,1
15310,53,1
15311,55,1
15312,56,1
15313,55,1
15314,59,1
15315,55,1
15316,54,1
15317,56,1
15318,59,1
15319,59,1
15320,55,1
15321,56,1
15322,59,1
15323,832,1
15324,831,1
15325,56,2.5
15326,49,1
15327,218,3
15328,50,1.2
15329,1151,1.5
15330,56,1
15331,49,1
15332,50,1
15333,36,1.5
15334,91,1.75
15335,92,1.6
15336,218,3
15337,91,3
15338,92,2
15339,871,2
15340,158,2
15341,60,1
15342,59,1
15343,1753,2.5
15344,159,3
15345,159,4
15346,1753,3
15347,456,2.5
15349,58,1.1
15350,49,1.1
15351,456,2.25
15352,51,1
15353,60,1
15354,157,2
15355,91,2.75
15356,92,2.5
15357,36,3
15358,56,1
15359,456,2.5
15360,159,2
15361,172,7.5
15362,36,1.15
15363,2196,1.8
15364,2197,1.8
15365,2197,1.8
15366,203,1.8
15367,2196,0.75
15368,183,1
15369,2198,0.65
15370,59,1.1
15371,59,0.9
15372,56,1
15373,50,1.15
15374,2199,0.9
15375,2200,1.1
15376,158,4
15377,56,1
15378,36,1.15
15379,911,2
15380,991,1.2
15381,2201,1
15382,2201,1
15383,218,1.6
15384,218,1.6
15385,218,1.75
15386,911,1
15387,51,1.3
15388,54,1
15389,53,1.3
15390,183,1
15391,58,1
15392,1753,5
15393,2202,0.65
15394,2202,0.65
15395,2202,0.65
15396,2202,0.65
15397,2202,0.65
15398,2202,0.65
15399,55,2
15400,391,0.7
15401,41,0.55
15402,712,0.5
15403,55,1
15404,175,0.45
15405,175,0.6
15406,2203,0.75
15407,50,1
15408,49,1
15409,57,1
15410,52,1
15411,49,1.25
15412,203,1
15413,203,1
15414,203,1
15415,49,1
15416,51,1.1
15417,91,5
15418,182,1
15419,55,1
15420,56,1
15421,55,1.2
15422,218,3
15423,218,2
15424,185,0.9
15425,56,1
15426,53,1
15427,55,1
15428,55,1
15429,56,1
15430,56,1
15431,2204,2
15432,2205,2.5
15433,218,3
15434,36,2
15435,2206,1
15436,991,0.25
15437,158,1.5
15438,2207,1
15439,91,2
15441,53,1
15442,49,1
15443,54,1
15444,53,1
15445,182,1
15446,54,1
15447,55,1
15448,53,1
15449,50,1
15450,54,1
15451,49,1
15452,92,4.5
15453,183,1
15454,56,1
15455,50,1
15456,55,1
15457,182,1
15458,183,1
15459,56,1
15460,53,1
15461,57,1
15462,51,1
15463,81,4
15464,871,1
15465,157,1.75
15466,186,1
15467,871,0.1
15468,871,0.1
15469,218,0.25
15470,218,0.25
15471,218,0.25
15472,60,1
15473,1651,1.75
15474,203,2
15475,2209,1
15476,2208,1
15477,56,1
15478,59,1.1
15479,55,1
15480,183,1
15481,49,1
15482,56,1
15483,36,1.75
15484,141,0.5
15485,141,0.65
15486,82,0.4
15487,36,1.15
15488,36,1
15489,36,0.7
15490,36,1.15
15491,91,1
15492,91,1.5
15493,91,1.15
15494,36,1
15495,92,0.9
15496,92,0.75
15497,92,1.15
15498,92,0.5
15499,456,1.5
15500,203,1
15501,2210,1.05
15502,185,1
15503,58,1
15504,2208,1
15505,2209,1
15506,1231,0.85
15507,1231,0.4
15508,186,1
15509,2218,7.5
15510,2209,1
15511,2211,1
15512,1391,2
15513,2212,1
15514,2209,1
15515,2208,1
15516,2209,1
15517,2208,1
15518,2209,1
15519,2208,1
15520,2209,1
15521,2208,1
15522,2209,1
15523,2209,1
15524,2208,1
15525,2209,1
15526,2209,1
15527,2209,1
15528,2208,1
15529,2209,1
15530,2209,1
15531,2209,1
15532,2208,1
15533,218,4
15534,373,0.5
15535,52,1
15536,57,1
15537,59,1
15538,591,4
15539,58,1
15540,49,1.2
15541,60,1
15542,52,1
15543,185,1
15544,59,1
15545,158,1
15546,157,1
15547,1871,3
15548,51,1.1
15549,832,1
15550,55,1
15551,50,1.2
15552,49,1
15553,53,1.2
15554,932,0.4
15555,2229,5
15556,2213,1
15557,182,1
15558,53,1
15559,49,1
15560,182,1
15561,56,1
15562,56,1
15563,55,1
15564,54,1
15565,53,1
15566,53,1
15567,51,1.2
15568,59,1
15569,49,1
15570,186,1
15571,51,1
15572,51,1
15573,52,1
15574,185,1
15575,185,1
15576,91,5
15577,185,1
15578,185,1
15579,186,1
15580,56,1
15581,55,1
15582,911,2
15583,157,2.75
15584,81,10
15585,56,1
15586,141,0.85
15587,141,1
15588,141,1
15589,2210,1.15
15590,453,1
15591,1231,1.15
15592,1231,1.3
15593,1231,1
15594,50,1
15595,193,0.2
15596,53,1
15597,53,1
15598,54,1
15599,54,1
15600,53,1.2
15601,55,1.2
15602,56,1.2
15603,55,1.2
15604,59,1.2
15605,56,1.2
15606,53,1.2
15607,60,1.2
15608,60,1.2
15609,59,1.2
15610,55,1.2
15611,53,1.2
15612,53,1.2
15613,59,1.2
15614,53,1.2
15615,59,1.2
15616,53,1.2
15617,53,1.2
15618,56,1.2
15619,60,1.2
15620,56,1.2
15621,55,1.2
15622,53,1.2
15623,56,1.2
15624,55,1.2
15625,53,1.2
15626,53,1.2
15627,59,1.2
15628,60,1.2
15629,56,1.2
15630,53,1.2
15631,60,1.2
15632,53,1.2
15633,60,1.2
15634,55,1.2
15635,59,1.2
15636,53,1.2
15637,53,1.2
15638,55,1.2
15639,56,1.2
15640,56,1.2
15641,53,1.2
15642,59,1.2
15643,53,1.2
15644,59,1.2
15645,60,1.2
15646,55,1.2
15647,60,1.2
15648,59,1.2
15649,2215,1
15650,51,1
15651,51,1
15652,52,1
15653,52,1
15654,2216,1.5
15655,2217,1.5
15656,2216,1.25
15657,2216,1
15658,2216,0.75
15659,911,15
15660,182,0.4
15661,51,1.1
15662,53,1.1
15663,183,0.4
15664,60,1
15665,57,1
15666,186,1
15667,194,0.2
15668,182,1
15669,50,1
15670,56,1
15671,1831,0.5
15672,2219,1
15673,2219,1
15674,2219,1
15675,2219,1
15676,2219,1
15677,2220,1
15678,2220,1
15679,2220,1
15680,2220,1
15681,2220,1
15682,871,0.5
15683,8,0.9
15684,146,0.25
15685,55,1
15686,2221,1.5
15687,182,1
15688,49,1
15689,55,1
15690,55,1
15691,55,1
15692,55,1
15693,2216,6
15694,2216,5
15695,2216,5
15696,456,4
15697,158,2
15698,831,1
15699,158,0.75
15700,456,0.75
15701,185,1
15702,186,1
15703,158,1
15704,456,1
15705,158,1.25
15706,456,1.25
15707,55,1
15708,56,1
15709,158,1.5
15710,456,1.75
15711,182,1
15712,183,1
15713,49,1
15714,53,1
15715,54,1
15716,51,1
15717,52,1
15718,49,1
15719,50,1
15720,59,1
15721,60,1
15722,57,1
15723,58,1
15724,52,1
15725,58,1
15726,53,1
15727,56,1
15728,49,1
15729,182,1
15730,60,1
15731,185,1
15732,49,1.5
15733,49,1
15734,55,1
15735,53,1.2
15736,51,1.2
15737,185,1.2
15738,158,2
15739,2204,2
15740,159,1
15741,158,1.5
15742,2222,1.5
15743,2222,2
15744,49,1
15745,50,1
15746,53,1
15747,54,1
15748,56,1
15749,186,1
15750,831,1
15751,52,1
15752,832,1
15753,58,1
15754,60,1
15755,57,1
15756,51,1
15757,185,1
15758,55,1
15759,59,1
15760,51,1.3
15761,2223,3
15762,831,1
15763,831,1
15764,832,1
15765,832,1
15766,49,1
15767,49,1
15768,50,1
15769,50,1
15770,59,1
15771,59,1
15772,60,1
15773,60,1
15774,2218,3
15775,182,1
15776,53,1
15777,50,1
15778,2223,3
15779,49,1
15780,57,1
15781,58,1
15782,57,1
15783,58,1
15784,57,1
15785,158,0.5
15786,2224,1
15787,2225,1
15788,2226,1
15789,2227,1.5
15790,2227,6
15791,2228,1
15792,2228,3
15793,2227,6
15794,158,4
15795,183,1
15796,183,1
15797,183,1
15798,183,1
15799,183,1
15800,183,1
15801,183,1
15802,183,1
15803,182,1
15804,182,1
15805,182,1
15806,182,1
15807,182,1
15808,182,1
15809,182,1
15810,52,1
15811,51,1
15812,50,1
15813,49,1
15814,185,1
15815,60,1
15816,56,1
15817,59,1
15818,49,1
15819,55,1
15820,55,1
15821,51,1
15822,52,1
15823,51,1
15824,52,1
15825,51,1
15826,52,1
15827,59,1
15828,60,1
15829,59,1
15830,60,1
15831,49,1
15832,50,1
15833,49,1
15834,50,1
15835,53,1
15836,54,1
15837,53,1
15838,51,1
15839,54,1
15840,185,1
15841,186,1
15842,56,1
15843,49,1
15844,59,1
15845,53,1.2
15846,50,1
15847,53,1
15848,54,1
15849,53,1
15850,54,1
15851,51,1
15852,52,1
15853,51,1
15854,52,1
15855,51,1
15856,59,1
15857,60,1
15858,49,1
15859,50,1
15860,49,1
15861,50,1
15862,55,1
15863,59,1
15864,55,1
15865,60,1
15866,2230,1
15867,49,1
15868,2227,3
15869,59,1
15870,55,1
15871,56,1
15872,55,1
15873,56,1
15874,56,1
15875,59,1
15876,60,1
15877,60,1
15878,43,1.5
15879,2231,2
15880,1731,3
15881,2227,1
15882,2230,0.1
15883,55,1
15884,55,1
15885,56,1
15886,56,1
15887,53,1
15888,54,1
15889,182,1
15890,183,1
15891,51,1
15892,52,1
15893,185,1
15894,186,1
15895,57,1
15896,57,1
15897,58,1
15898,58,1
15899,56,1
15900,2230,0.3
15901,2232,0.2
15902,2233,1
15903,2232,1
15904,2233,0.2
15905,373,0.25
15906,2208,1
15907,2209,1
15908,2209,1
15909,2208,1
15910,2209,1
15911,2209,1
15912,2208,1
15913,2209,1
15914,2208,1
15915,2208,1
15916,2208,1
15917,832,1
15918,114,1
15919,2209,1
15920,82,0.35
15921,132,0.5
15922,66,0.7
15923,352,0.25
15924,2209,1
15925,2212,1.2
15926,31,0.85
15927,2212,1.1
15928,2243,8.7
15929,871,5
15930,2209,1
15931,2234,1
15932,2213,1.75
15933,2209,1
15934,2210,1.3
15935,55,1
15936,2208,1
15937,30,1
15938,30,1.3
15939,30,2
15940,50,1.7
15941,250,1.75
15942,250,2
15945,2236,4
15946,203,2
15947,50,1
15948,2226,4
15949,55,1
15950,50,1
15951,57,1
15952,58,1
15953,49,1
15954,51,1
15955,59,1
15956,53,1
15957,60,1
15958,156,2
15959,56,1
15960,35,1.6
15961,156,3
15962,156,2
15963,932,1
15964,5,2.5
15965,50,1
15966,51,1
15967,50,1
15968,49,1
15969,5,1.3
15970,58,1.3
15971,57,1.3
15972,182,1
15974,392,1.3
15975,3,1.3
15976,59,1.1
15977,831,1
15978,932,0.5
15979,185,1
15980,58,1
15981,53,1
15982,49,1
15983,932,0.1
15984,2198,0.65
15985,332,2.5
15986,53,1
15987,1891,2
15988,51,1
15989,2237,1
15990,2237,1
15991,175,1.75
15992,2237,0.5
15993,53,1
15994,182,1
15995,53,1
15996,55,1.15
15997,59,1.2
15998,831,1
15999,50,1
16000,56,1.2
16003,57,1.2
16004,49,1.2
16005,49,1
16006,49,1
16007,57,1
16008,57,1
16009,58,1
16010,50,1
16011,2239,2
16012,49,1
16013,49,1
16014,50,1
16015,49,1
16016,50,1
16017,123,1.3
16018,58,1.2
16019,50,1.2
16020,33,3
16021,69,2.25
16022,831,1
16023,831,1
16024,49,1
16025,49,1.5
16026,49,1
16027,49,1
16028,49,1
16029,59,1
16030,56,1
16031,2240,1
16032,1671,1.5
16033,2241,2.2
16034,1671,3
16035,2242,1.5
16036,2209,1
16037,2208,1
16038,2209,1
16039,552,1.3
16040,2215,1.5
16041,491,1.1
16042,49,1.2
16043,65,1
16044,65,1
16045,552,1.1
16046,2209,1
16047,2208,1
16048,49,1.2
16049,5,1.25
16050,30,1
16051,30,0.6
16052,5,1.3
16053,411,1.2
16054,5,1.6
16055,2208,1
16057,2208,1
16058,2208,1
16059,2209,1
16060,49,0.01
16062,58,1
16063,2244,1.5
16064,2245,3
16065,2209,1
16066,49,1
16067,2208,1
16068,2208,1
16069,2209,1
16070,2208,1
16071,57,1
16072,57,1
16073,58,1
16074,270,1.5
16075,1991,1
16076,49,1
16077,49,1
16078,50,1
16079,2208,1
16080,2209,1.1
16081,49,3
16082,53,1
16083,2208,1
16084,56,1
16085,56,1
16086,56,1
16087,56,1
16088,2208,1
16090,2209,1
16091,57,1
16092,58,1
16093,49,1
16094,50,1
16095,52,1
16096,53,1
16099,57,1.05
16100,57,1
16102,49,1
16103,2208,1
16104,50,1
16105,49,1
16106,53,1
16107,54,1
16108,53,1
16109,2246,1
16110,2246,4
16111,2247,1
16112,2208,1
16113,58,1
16115,2209,1
16116,2209,1
16117,2209,1
16118,2208,1
16119,2209,1
16120,2209,1
16121,2209,1
16122,2209,1
16123,2208,1
16124,310,1
16125,2248,1
16126,2250,1
16127,57,1
16128,117,1.75
16129,49,1
16130,49,1
16131,49,1
16132,49,1
16133,2209,1
16134,2208,1
16135,2251,1
16136,2252,1
16137,2253,2
16138,111,3.5
16139,2254,1.5
16143,165,2.5
16144,53,1
16145,173,0.35
16146,991,4
16147,49,1
16148,50,1
16149,53,1
16150,52,1
16151,49,1
16152,50,1
16153,2255,1.5
16154,2256,1.5
16155,2257,1.5
16156,1771,1
16157,49,1
16158,55,1
16159,156,1.5
16160,49,1.6
16161,50,1.6
16162,391,1.15
16163,49,1
16164,931,3
16165,49,1.2
16166,49,1.2
16167,174,1.75
16168,391,1.5
16169,9,1.25
16170,391,1.4
16171,832,1
16172,831,1
16173,2242,1
16174,156,4
16175,1491,1.5
16176,2244,1.2
16177,2252,0.75
16178,144,2.5
16179,49,1
16180,49,1.5
16181,250,3
16182,2208,1
16183,2209,1
16184,2208,1
16185,50,1
16186,50,1
16187,50,1
16188,156,4
16189,2259,0.3
16191,114,3
16192,2208,1
16193,2209,1
16195,57,1
16196,39,1.6
16197,1051,1
16198,39,1.6
16199,2248,1
16200,2250,1
16201,2248,1
16202,2250,1
16203,2248,1
16204,49,1
16205,140,0.65
16206,156,3
16207,2208,1
16208,2248,1
16209,2248,1
16210,2250,1
16211,2250,1
16212,49,1
16213,2260,1
16214,156,2.5
16215,156,2.5
16216,1871,2
16217,2210,1.6
16218,50,1
16219,53,1
16220,51,1
16221,52,1
16222,2250,1
16223,2250,1
16224,2248,1
16225,2248,1
16226,2248,1
16227,2250,1
16228,116,1
16229,49,1
16230,50,1
16231,50,1
16232,50,1
16233,49,1
16234,49,1
16235,57,1
16236,57,1
16237,57,1
16238,58,1
16239,58,1
16240,58,1
16241,2207,1.5
16242,57,1
16243,453,0.85
16244,1231,1.45
16245,1231,1.15
16246,2248,1
16247,2209,1
16248,2208,1
16249,2209,1
16250,2208,1
16251,2207,2
16252,49,1
16253,2248,1
16254,9,2.5
16255,9,2.5
16256,9,2.5
16257,2264,0.6
16258,2248,1.2
16259,2265,0.25
16260,2248,1
16262,2248,1
16263,51,2.5
16264,51,1.5
16265,2208,1
16266,225,1.25
16267,51,2
16268,51,1.75
16269,68,2
16270,51,3
16271,2246,1
16272,2246,1
16273,2246,1.25
16274,2246,0.8
16275,116,1.25
16276,49,1.5
16277,195,1.6
16278,49,2
16279,2261,3
16280,49,2.5
16281,60,1
16282,49,1
16283,185,1
16284,51,1.3
16285,2208,1
16286,2208,1
16287,2208,1
16288,2209,1
16289,2209,1
16290,2209,1
16291,2209,1
16292,51,1
16293,49,3
16294,59,1
16295,185,1
16296,52,1.2
16297,185,1
16298,186,1.1
16299,186,1
16300,51,1
16301,51,1
16302,51,1
16303,59,1
16304,59,1
16305,57,1
16306,51,1
16307,51,1
16308,59,1
16309,2261,3
16310,51,1
16311,51,1
16312,51,1
16313,139,2
16314,2262,1
16315,52,1.2
16316,51,1.2
16317,51,1.1
16318,52,1.2
16319,2208,1
16320,57,1
16321,2209,1
16322,50,1
16323,2299,1
16324,2263,1
16325,2299,1
16326,2254,1.5
16327,2255,1.5
16328,2256,1.5
16329,2257,1.5
16331,2263,1.2
16332,2299,1.5
16333,2299,1.3
16334,60,1
16335,49,1
16336,49,1
16337,186,1
16338,50,1
16339,53,1
16340,185,1
16341,51,1
16342,55,1
16343,55,1
16344,56,1
16345,56,1
16346,951,0.7
16347,2266,1.25
16348,2266,1.25
16349,2266,1
16350,2267,1.15
16351,2266,1
16352,951,0.3
16353,951,0.25
16354,53,1
16355,57,1
16356,2264,1
16357,2264,1
16358,2264,1
16359,2265,0.6
16360,2265,0.6
16361,2265,0.6
16362,49,1.2
16363,49,1
16364,49,1
16365,54,1
16366,53,1
16367,54,1
16368,49,1
16369,49,1
16370,49,1
16371,53,1
16372,183,1
16373,49,1
16374,49,1
16375,50,1
16376,53,1
16377,49,1
16378,53,1
16379,53,1
16380,53,1
16381,54,1
16382,182,1
16383,53,1
16384,2248,1
16385,2248,1
16386,49,1
16387,49,1
16388,50,1
16389,53,1
16390,54,1
16391,49,1
16392,50,1
16393,53,1
16394,53,1
16395,2218,1.7
16396,51,1.5
16397,49,1.15
16398,49,1.15
16399,50,1.15
16400,50,1.15
16401,51,1.5
16402,51,1.25
16403,53,1
16404,53,1
16405,49,1
16406,117,1
16407,491,1.3
16408,552,1.3
16409,49,1
16410,50,1
16411,51,1
16412,50,1
16413,53,1
16414,56,1
16415,453,0.55
16416,2470,1.5
16417,49,1.15
16418,49,1
16419,49,1
16420,50,1
16421,49,1
16422,49,1
16423,49,1
16424,50,1
16425,42,1.3
16426,42,1.3
16427,49,1
16428,373,1.25
16429,56,1
16430,59,1
16431,832,1
16432,59,1
16433,49,1
16434,54,1
16435,55,1
16436,52,1
16437,49,1.15
16438,51,1
16440,50,1.15
16441,50,1.15
16442,60,1
16443,58,1
16444,57,1
16445,186,1
16446,185,1
16447,183,1
16448,182,1
16449,49,1
16450,50,1
16451,49,1
16452,491,1.75
16453,49,1.2
16454,49,1.15
16455,49,1.15
16456,50,1.15
16457,50,1.15
16458,49,1.15
16459,49,1.15
16460,50,1.15
16461,50,1.15
16462,2243,1.4
16463,951,0.3
16464,49,1.15
16465,49,1.15
16466,50,1.15
16467,50,1.15
16468,831,1
16469,2208,1
16470,2208,1
16471,2208,1
16472,2208,1
16473,2263,1
16474,2263,1.3
16475,2263,1.2
16476,43,1.3
16477,52,1.3
16478,51,1.3
16479,51,1.3
16480,371,1
16481,51,1.3
16482,51,1.3
16483,51,1.3
16484,51,1.4
16485,49,1.15
16486,49,1.15
16487,50,1.15
16488,50,1.15
16489,51,1.4
16490,2248,1
16491,2248,1
16492,2250,1
16493,2250,1
16494,49,1.35
16495,49,1.2
16496,50,1.35
16497,50,1.35
16498,49,1
16499,50,1
16500,53,1
16501,54,1
16502,49,1
16503,49,1
16504,50,1
16505,53,1
16506,49,1
16507,50,1
16508,49,1.75
16509,49,1.15
16510,49,1.15
16511,50,1.15
16512,49,1.15
16513,49,1.75
16514,49,1
16515,49,1
16516,50,1
16517,50,1
16518,54,1
16519,49,1
16520,50,1
16521,53,1
16522,49,1
16523,53,1
16524,49,1.15
16525,49,1.15
16526,50,1.15
16527,49,1.15
16528,49,1.3
16529,49,1.15
16530,49,1.15
16531,50,1.15
